Sku,Count
30S-000280-0304,0
30S-000280-1202,0
30S-000280-2906,0
30S-000281-0101,457
30S-000281-0304,0
30S-000281-1202,0
30S-000281-2906,0
30S-000282-0101,16
30S-000282-0202,0
30S-000282-0804,0
30S-000283-0304,0
30S-000283-1212,0
30S-000283-2906,0
30S-000284-0101,8
30S-000284-0304,0
30S-000284-1202,0
30S-000284-2906,1
30S-000285-0107,434
30S-000285-0404,0
30S-000285-0702,412
30S-000285-1407,183
30S-000286-0701p,0
30S-000286-1202,0
30S-000286-2904,0
30S-000287-0304,0
30S-000287-0701p,0
30S-000287-1202,0
30S-000288-0304,0
30S-000288-1202,0
30S-000288-2906,5
30S-000289-0102,0
30S-000289-0207P,0
30S-000289-0606,0
30S-000289-1104,0
30S-000290-0101,0
30S-000290-0202,0
30S-000290-2404,0
30S-000291-0101,0
30S-000291-0202,0
30S-000291-2404,0
30S-000292-0101,0
30S-000292-0202,0
30S-000292-2404,0
30S-000293-0101P,407
30S-000293-0707P,0
30S-000293-1406P,6
30S-000294-0101,129
30S-000294-1404,0
30S-000295-0101,0
30S-000295-2007,3
30S-000295-2904,173
30S-000296-0101,9
30S-000296-2604,0
30S-000297-0101,0
30S-000297-0701,450
30S-000297-1701,0
30S-000298-0101,476
30S-000298-0404,0
30S-000299-0104P,12
30S-000299-0107P,0
30S-000299-0407P,0
30S-000299-0606P,0
30S-000299-0707P,111
30S-000299-1402P,0
30S-000299-2406P,0
30S-000300-0101,0
30S-000300-2404,0
30S-000300-2604,0
30S-000301-0101,0
30S-000301-2404,0
30S-000301-2604,0
30S-000302-0101,190
30S-000302-0604,0
30S-000302-2604,7
30S-000303-0101,0
30S-000303-0606P,37
30S-000303-0707,163
30S-000303-0707P,23
30S-000303-1406P,0
30S-000304-0101,127
30S-000304-0702,0
30S-000304-0706,120
30S-000304-1804,0
30S-000305-0101,241
30S-000305-0404,0
30S-000305-0702,426
30S-000305-0706,14
30S-000306-0101,0
30S-000306-2404,20
30S-000306-2604,0
30S-000307-2304,613
30S-000307-2901,115
30S-000400-0106,0
30S-000400-0607,0
30S-000400-2607,0
30S-000401-0107,0
30S-000401-2304,0
30S-000401-2907,0
30S-000402-0607,0
30S-000402-0707,0
30S-000403-0107,5
30S-000403-0404,507
30S-000403-0906,0
30S-000404-0107,54
30S-000404-0404,1118
30S-000404-0706,1
30S-000405-0101,0
30S-000405-0904,0
30S-000406-0101P,0
30S-000406-0707P,0
30S-000406-2904P,0
30S-000406-2906P,75
30S-000407-0106,194
30S-000407-0107P,8
30S-000407-0701,296
30S-000407-0702,8
30S-000407-1202,422
30S-000408-0106,1
30S-000408-0107P,35
30S-000408-0607,340
30S-000408-0701,305
30S-000409-0106P,0
30S-000409-0701P,0
30S-000409-2904P,0
30S-000410-0101,1138
30S-000410-0102,0
30S-000410-0406,265
30S-000410-0702,74
30S-000411-0101,3
30S-000411-0406,0
30S-000411-0701,220
30S-000412-0107,0
30S-000412-0407,0
30S-000412-2607,0
30S-000413-0101,120
30S-000413-0404,141
30S-000413-0904,294
30S-000414-0100,11
30S-000414-0107,599
30S-000414-2607,0
30S-000415-0404,0
30S-000415-2304,0
30S-000415-2907,0
30S-000416-0107,1120
30S-000416-0107P,1
30S-000416-0604,182
30S-000416-0707,300
30S-000416-0707P,176
30S-000417-0106,0
30S-000417-1707,0
30S-000418-0107,0
30S-000418-0404,15
30S-000419-0107,402
30S-000419-0506,0
30S-000419-1406,3
30S-000420-0107,0
30S-000420-0504,0
30S-000421-0107,0
30S-000421-0607,0
30S-000422-0107,1
30S-000422-1207,0
30S-000423-0107,540
30S-000423-0404,0
30S-000424-1207,0
30S-000424-2004,0
30S-000424-2907,0
30S-000425-1207,0
30S-000425-2904,0
30S-000426-0106,2
30S-000426-1207,11
30S-000427-0107,0
30S-000427-0207,0
30S-000427-0404,0
30S-000428-0107,28
30S-000428-0207,0
30S-000428-0706,0
30S-000429-0207,13
30S-000429-1107,0
30S-000430-0702,0
30S-000431-0107,0
30S-000431-2404,0
30S-000432-0107,603
30S-000432-2904,0
30S-000433-0104,3
30S-000433-0107,0
30S-000434-0107,461
30S-000435-0107,82
30S-000435-2907,2
30S-000436-0107,3
30S-000436-0707,6
30S-000437-0107,7
30S-000437-0704,0
30S-000438-0107P,384
30S-000438-0606P,55
30S-000439-0106P,528
30S-000439-0707P,497
30S-000440-0107,10
30S-000440-0702,4
30S-000441-0107,104
30S-000441-2404,0
30S-000442-0107,783
30S-000442-0606,296
30S-000442-2404,5
30S-000443-0707P,9
30S-000443-1702P,3
30S-000444-0107,223
30S-000444-0702,830
30S-000444-2906,0
30S-000445-0702,0
30S-000445-1707,0
30S-000446-0707,0
30S-000446-1706,0
30s-000108-0107,0
30s-000115-0107,0
30s-000117-0507,0
30s-000123-0101,0
30s-000209-0107,0
30s-000209-2706,0
6.29036E+12,3
6.29036E+12,12
6.29036E+12,0
6.29036E+12,25
6.29036E+12,8
8.80028E+12,739
8.80028E+12,1186
8.80954E+12,2318
8.80954E+12,512
8.80954E+12,975
8.80954E+12,1608
8.80954E+12,2285
8.80954E+12,1172
8.80954E+12,685
8.80954E+12,2308
8.80954E+12,1602
8.80954E+12,1868
8.80979E+12,2965
8.80979E+12,760
8.80979E+12,557
8.80979E+12,563
8.80979E+12,1339
8.80979E+12,1535
8.80979E+12,923
8.80979E+12,697
8.80979E+12,1280
8.80979E+12,3096
8.80991E+12,640
8.80991E+12,593
8.80993E+12,1752
8.80993E+12,1679
8.80998E+12,1247
8.80998E+12,3837
BLA-000100-0107,0
BLA-000100-0707,0
BLA-000100-2404,0
BLA-000101-0107,0
BLA-000101-0707,0
BLA-000101-2404,0
BLA-000102-0107,0
BLA-000102-2307,0
BLA-000102-2706,0
BLA-000103-0107,1639
BLA-000103-1206,0
BLA-000103-2302,0
BLA-000103-2310,0
BLA-000103-2704,1860
BLA-000103-2706,10
BLA-000103-2904,0
BLA-000104-0107,1965
BLA-000104-0702,0
BLA-000104-2310,887
BLA-000104-2704,2252
BLA-000104-2706,0
BLA-000105-0107,0
BLA-000105-2310,0
BLA-000105-2706,0
BLA-000106-0107,0
BLA-000106-0710,0
BLA-000106-1202,0
BLA-000106-2306,108
BLA-000106-2707,0
BLA-000106-2901,6
BLA-000107-0107,0
BLA-000107-0404,0
BLA-000107-2604,0
BLA-000201-1213,0
BLA-000201-1707,0
BLA-000201-2702,0
BLA-000202-1707,0
BLA-000202-2704,0
BLA-000202-2706,0
BLA-000203-0107,0
BLA-000203-1202,0
BLA-000203-1706,0
BLA-000203-2904,0
BLA-000204-1207,0
BLA-000204-2702,0
BLA-000204-2706,0
BLA-000205-2702,0
BLA-000205-2709,0
BLA-000206-2704,0
BLA-000206-2706,0
BLA-000206-2707,0
BLA-000206-2709,0
BLA-000207-0107,0
BLA-000207-0804,0
BLA-000207-1306,0
BLA-000208-0107,10
BLA-000208-1302,0
BLA-000208-2102,285
BLA-000208-2604,0
BLA-000209-0107,0
BLA-000209-0202,164
BLA-000209-1504,328
BLA-000210-0107,0
BLA-000210-1302,0
BLA-000210-1502,0
BLA-000211-0101,0
BLA-000211-1212,0
BLA-000211-2702,0
BLA-000212-0502,0
BLA-000212-2311,0
BLA-000213-0101,0
BLA-000213-0702,0
BLA-000213-2402,0
BLA-000213-2904,0
BLA-000214-0707,0
BLA-000214-2704,4
BLA-000214-2706,14
BLA-000215-0707,0
BLA-000215-2704,0
BLA-000215-2706,17
BLA-000216-2901,0
BLA-000216-2904,0
BLA-000217-2901,0
BLA-000217-2904,0
BLA-000217-2906,0
BLA-000218-2309,0
BLA-000218-2901,0
BLA-000218-2904,0
BLA-000219-2901,0
BLA-000219-2904,0
BLA-000220-0501,0
BLA-000220-2901,0
BLA-000220-2904,0
BLA-000221-0507,0
BLA-000221-2901,0
BLA-000221-2904,0
BLA-000222-0101,575
BLA-000222-0404,465
BLA-000222-1306,0
BLA-000222-2102,16
BLA-000222-2404,11
BLA-000223-0107,0
BLA-000223-1307,0
BLA-000224-0107,0
BLA-000224-0404,0
BLA-000224-1304,0
BLA-000225-0101,0
BLA-000225-0404,0
BLA-000225-1307,0
BLA-000226-0107,741
BLA-000226-2302,0
BLA-000226-2904,1434
BLA-000226-2906,0
BLA-000227-0701,0
BLA-000227-2302,0
BLA-000227-2904,0
BLA-000228-0701,0
BLA-000228-2904,0
BLA-000229-0701,0
BLA-000229-2904,0
BLA-000229-2906,180
BLA-000230-1201,0
BLA-000230-2904,0
BLA-000230-2906,0
BLA-000231-2302,8
BLA-000231-2901,1
BLA-000231-2904,0
BLA-000232-0101,0
BLA-000232-0202,0
BLA-000232-0404,0
BLA-000233-0101,0
BLA-000233-1304,0
BLA-000233-2404,228
BLA-000234-0101,0
BLA-000234-1304,0
BLA-000234-2404,263
BLA-000235-0101,0
BLA-000235-1304,110
BLA-000235-2404,237
BLA-000236-0101,0
BLA-000236-1304,0
BLA-000237-0504,0
BLA-000237-0701,0
BLA-000237-2906,0
BLA-000238-0104,0
BLA-000238-0502,0
BLA-000238-0506,0
BLA-000239-0706,0
BLA-000239-1201,0
BLA-000240-0101,0
BLA-000240-0404,279
BLA-000241-1207,0
BLA-000241-2904,0
BLA-000241-2906,0
BLA-000242-0101,0
BLA-000242-0202,0
BLA-000242-0404,0
BLA-000242-2104,0
BLA-000243-0101,0
BLA-000243-0404,0
BLA-000243-2404,2
BLA-000244-0101,1
BLA-000244-0404,229
BLA-000245-2901,592
BLA-000245-2904,1398
BLA-000245-2906,0
BLA-000246-0107,0
BLA-000246-2904,0
BLA-000246-2906,0
BLA-000247-0501,2
BLA-000247-2304,213
BLA-000247-2904,0
BLA-000247-2907,196
BLA-000248-0101,0
BLA-000248-0404,0
BLA-000249-0504,166
BLA-000249-0702,1656
BLA-000249-1206,0
BLA-000250-0101,0
BLA-000250-1202,8
BLA-000250-2904,0
BLA-000251-0101,0
BLA-000251-0507,16
BLA-000251-2904,11
BLA-000252-0702,0
BLA-000252-2904,1
BLA-000252-2910,0
BLA-000253-0101,339
BLA-000253-0808,0
BLA-000253-2404,0
BLA-000254-0101,0
BLA-000254-0202,0
BLA-000254-2104,0
BLA-000254-2404,20
BLA-000255-0101,0
BLA-000255-1010,146
BLA-000255-2404,0
BLA-000256-0101,0
BLA-000256-0202,25
BLA-000256-0808,151
BLA-000257-0101,0
BLA-000257-0202,0
BLA-000257-0404,0
BLA-000258-0107,0
BLA-000258-2302,0
BLA-000258-2904,979
BLA-000259-0504,614
BLA-000259-0702,309
BLA-000259-1206,3
BLA-000260-0101,0
BLA-000260-0211,35
BLA-000260-0404,16
BLA-000261-0101,0
BLA-000261-0404,0
BLA-000261-0604,9
BLA-000262-0101,0
BLA-000262-0204,0
BLA-000262-0710,0
BLA-000263-0101,42
BLA-000263-1008,39
BLA-000264-0101,12
BLA-000264-0604,47
BLA-000264-0909,33
BLA-000265-0701,0
BLA-000265-1204,0
BLA-000265-2904,0
BLA-000266-2306,0
BLA-000266-2901,0
BLA-000266-2904,0
BLA-000267-0101,674
BLA-000267-0204,0
BLA-000267-0404,417
BLA-000268-0101,0
BLA-000268-2906,0
BLA-000268-2908,0
BLA-000269-1207,0
BLA-000269-2304,0
BLA-000269-2904,0
BLA-000270-0101,0
BLA-000270-0108,0
BLA-000270-0404,0
BLA-000271-0101,26
BLA-000271-0606,104
BLA-000271-1504,35
BLA-000272-0101,222
BLA-000272-0702,780
BLA-000272-2906,0
BLA-000273-0107,0
BLA-000273-0702,0
BLA-000274-0404,1264
BLA-000274-0701,1349
BLA-000274-1207,109
BLA-000274-2904,0
BLA-000275-0107,0
BLA-000275-1207,716
BLA-000275-2906,495
BLA-000276-0707,16
BLA-000276-2304,4
BLA-000276-2904,480
BLA-000277-0107,0
BLA-000277-0404,0
BLA-000278-0406,338
BLA-000278-0701,56
BLA-000278-2904,0
BLA-000279-2901,26
BLA-000279-2904,214
BLA-000280-0107,877
BLA-000280-2304,0
BLA-000280-2904,519
BLA-000281-0107,0
BLA-000281-0701,24
BLA-000281-2904,0
BLA-000282-0101,425
BLA-000282-0404,14
BLA-000282-2904,0
BLA-000300-0404,0
BLA-000300-2906,3449
BLA-000301-0404,198
BLA-000301-2907,647
BLA-000302-0107,69
BLA-000302-0404,0
BLA-000303-0107,1031
BLA-000303-0404,905
BLA-000304-0107,728
BLA-000304-2906,635
BLA-000305-0107,0
BLA-000305-2404,0
BLA-000306-0107,413
BLA-000306-2901,0
BLA-000307-0107,0
BLA-000307-2901,0
BLA-000308-0107,0
BLA-000308-0804,0
BLA-000308-2404,0
BLA-000309-0107,685
BLA-000309-2404,0
BLA-000310-0107,333
BLA-000310-2404,0
BLA-000311-0107,26
BLA-000311-2904,0
BLA-000312-1207,0
BLA-000312-2904,0
BLA-000313-0107,0
BLA-000313-0907,0
BLA-000313-2904,0
BLA-000314-0107,0
BLA-000314-2904,0
BLA-000315-0107,208
BLA-000315-0907,0
BLA-000315-2904,621
BLA-000316-0107,2
BLA-000316-0404,5
BLA-000316-1010,0
BLA-000317-0107,0
BLA-000317-0404,0
BLA-000317-1010,0
BLA-000318-0107,0
BLA-000318-0407,0
BLA-000319-0707,0
BLA-000319-1207,0
BLA-000319-2904,1
BLA-000320-2304,0
BLA-000320-2907,0
BLA-000321-0504,0
BLA-000321-0707,614
BLA-000321-1207,1
BLA-000322-0107,320
BLA-000322-2107,121
BLA-000323-0107,0
BLA-000323-0404,0
BLA-000324-0107,0
BLA-000324-0404,0
BLA-000324-1107,0
BLA-000325-2307,0
BLA-000325-2907,0
BLA-000326-0404,0
BLA-000326-0507,0
BLA-000326-1202,0
BLA-000327-0404,0
BLA-000327-0507,0
BLA-000327-0707,758
BLA-000328-0107,17
BLA-000328-1107,0
BLA-000329-0107,0
BLA-000329-0404,0
BLA-000330-0107,0
BLA-000330-2107,0
BLA-000331-0107,266
BLA-000331-2404,65
BLA-000332-0107,111
BLA-000332-2404,34
BLA-000333-2904,450
BLA-000334-0107,766
BLA-000334-2904,0
BLA-000335-0107,216
BLA-000336-0707,470
BLA-000336-1804,15
BLA-000337-0107,320
BLA-000337-1206,29
BLA-000338-0506,427
BLA-000338-0707,120
BLA-000339-0107,70
BLA-000340-0107,109
BLA-000340-0404,5
BLA-000341-0107,781
BLA-000341-0404,0
BLA-000341-1504,13
BLA-000342-0107,12
BLA-000342-0702,16
BLA-000343-0104,563
BLA-000343-1207,361
BLA-000344-0107,0
BLA-000344-2904,322
BLA-000345-0107,651
BLA-000345-1207,647
BLA-000346-0107,475
BLA-000346-0404,67
BLA-000347-0106,0
BLA-000347-1807,0
BLA-000348-0107,532
BLA-000348-0507,0
BLA-000349-0107,0
BLA-000349-0407,0
BLA-000350-0107,8
BLA-000350-0404,0
BLA-000351-0207,0
BLA-000352-0107,727
BLA-000352-1202,4
BLA-000353-0104,140
BLA-000353-0207,0
BLA-000354-0104,811
BLA-000354-0706,10
BLA-000355-1204,794
BLA-000355-1707,0
30S-000268-0404,7
30S-000277-3107,0
30S-000443-0107p,0
30S-000447-0107,467
30S-000447-0404,132
30S-000447-0507,6
30S-000448-1806p,829
30S-000448-2907p,0
30S-000451-0107,758
30S-000451-0202,54
30S-000451-0606,893
30S-000452-0107,611
30S-000452-0607,958
30S-000453-0104p,957
30S-000453-0606p,1230
30S-000453-0707p,3
30S-000453-2106p,0
30S-000456-0304,0
30S-000456-1207,0
30S-000457-0107,32
30S-000457-0702,33
30S-000457-2904,24
30S-000459-0107p,346
30S-000460-0702,0
30S-000461-0107,11
30S-000462-0104,158
30S-000462-0707,0
30S-000463-0107,0
30S-000463-2907,2
30S-000464-1804,0
30S-000464-2906,4
30S-000466-0107,182
30S-000466-1406,338
30S-000467-1402,9
30S-000472-0507,0
30S-000472-0707,0
30S-000473-0104p,0
30S-000473-1707p,0
30S-000474-0106p,11
30S-000474-1707p,12
30S-000475-0107p,6
30S-000475-0604,0
30S-000476-0107p,4
30S-000476-1702,504
30S-000477-0107p,19
30S-000477-0702,0
30S-000478-0107p,0
30S-000478-0404,2
30S-000482-0107p,71
30S-000482-0702,86
30S-000483-0107p,7
30S-000483-0707p,0
30S-000487-1707,45
30S-000487-3202,11
30S-000489-2706,8
30S-000494-0104p,111
30S-000494-2610p,181
30S-000495-3202,274
30S-000495-3207,318
30S-000496-0707,13
30S-000499-0304,151
30S-000499-2909,1
30S-000500-0107,10
30S-000501-0104,51
30S-000501-0202,0
30S-000501-1007,0
30S-000502-0106,276
30S-000502-3207p,98
30S-000503-1207p,124
30S-000503-1704,729
30S-000504-3207,0
30S-000505-0104,0
30S-000505-0404,0
30S-000506-0107,0
30S-000506-3202,0
30S-000507-0407p,0
30S-000507-1707p,0
30S-000508-0107,11
30S-000508-2202p,1
30S-000509-0107,0
30S-000509-0606,4
30S-000515-1704,175
30S-000515-3202p,0
30S-000516-1707p,0
30S-000516-1202,583
30S-000517-0404,0
30S-000518-0107,686
30S-000234-0606,0
30S-000410-1707,107
30S-000410-3202,0
BLA-000336-0702,1
BLA-000336-2906,14
BLA-000339-2907,0
BLA-000342-1804,0
BLA-000345-0702,395
BLA-000346-1202,182
BLA-000355-0706,0
BLA-000358-0307,0
BLA-000358-0707,469
BLA-000359-0706,2
BLA-000360-0104,887
BLA-000361-0115,317
BLA-000362-0107,863
BLA-000363-0107,51
BLA-000363-0404,876
BLA-000364-1207,0
BLA-000364-1710,0
BLA-000365-0707,0
BLA-000365-1710,2
BLA-000366-0104,0
BLA-000366-1306,217
BLA-000367-1402p,2
BLA-000367-1707p,0
BLA-000371-0107,14
BLA-000371-0607,80
BLA-000371-1302,0
